Div,Team ID,Team,Opp ID,Opp,Date,Location
FBS,746,Virginia,742,Virginia Tech,11/30/2013,Home
FBS,742,Virginia Tech,8,Alabama,8/31/2013,Neutral
FBS,742,Virginia Tech,769,Western Caro.,9/7/2013,Home
FBS,742,Virginia Tech,196,East Carolina,9/14/2013,Away
FBS,742,Virginia Tech,388,Marshall,9/21/2013,Home
FBS,742,Virginia Tech,255,Georgia Tech,9/26/2013,Away
FBS,742,Virginia Tech,457,North Carolina,10/5/2013,Home
FBS,742,Virginia Tech,545,Pittsburgh,10/12/2013,Home
FBS,742,Virginia Tech,193,Duke,10/26/2013,Home
FBS,742,Virginia Tech,67,Boston College,11/2/2013,Away
FBS,742,Virginia Tech,415,Miami (FL),11/9/2013,Away
FBS,742,Virginia Tech,392,Maryland,11/16/2013,Home
FBS,742,Virginia Tech,746,Virginia,11/30/2013,Away
FBS,749,Wake Forest,1320,Presbyterian,8/29/2013,Home
FBS,749,Wake Forest,67,Boston College,9/6/2013,Away
FBS,749,Wake Forest,498,La.-Monroe,9/14/2013,Home
FBS,749,Wake Forest,725,Army,9/21/2013,Away
FBS,749,Wake Forest,147,Clemson,9/28/2013,Away
FBS,749,Wake Forest,490,North Carolina St.,10/5/2013,Home
FBS,749,Wake Forest,392,Maryland,10/19/2013,Home
FBS,749,Wake Forest,415,Miami (FL),10/26/2013,Away
FBS,749,Wake Forest,688,Syracuse,11/2/2013,Away
FBS,749,Wake Forest,234,Florida St.,11/9/2013,Home
FBS,749,Wake Forest,193,Duke,11/23/2013,Home
FBS,749,Wake Forest,736,Vanderbilt,11/30/2013,Away
FBS,756,Washington,66,Boise St.,8/31/2013,Home
FBS,756,Washington,301,Illinois,9/14/2013,Neutral
FBS,756,Washington,294,Idaho St.,9/21/2013,Home
FBS,756,Washington,29,Arizona,9/28/2013,Home
FBS,756,Washington,674,Stanford,10/5/2013,Away
FBS,756,Washington,529,Oregon,10/12/2013,Home
FBS,756,Washington,28,Arizona St.,10/19/2013,Away
FBS,756,Washington,107,California,10/26/2013,Home
FBS,756,Washington,157,Colorado,11/9/2013,Home
FBS,756,Washington,110,UCLA,11/15/2013,Away
FBS,756,Washington,528,Oregon St.,11/23/2013,Away
FBS,756,Washington,754,Washington St.,11/29/2013,Home
FBS,754,Washington St.,37,Auburn,8/31/2013,Away
FBS,754,Washington St.,657,Southern California,9/7/2013,Away
FBS,754,Washington St.,667,Southern Utah,9/14/2013,Home
FBS,754,Washington St.,295,Idaho,9/21/2013,Home
FBS,754,Washington St.,674,Stanford,9/28/2013,Home
FBS,754,Washington St.,107,California,10/5/2013,Away
FBS,754,Washington St.,528,Oregon St.,10/12/2013,Home
FBS,754,Washington St.,529,Oregon,10/19/2013,Away
FBS,754,Washington St.,28,Arizona St.,10/31/2013,Home
FBS,754,Washington St.,29,Arizona,11/16/2013,Away
FBS,754,Washington St.,732,Utah,11/23/2013,Home
FBS,754,Washington St.,756,Washington,11/29/2013,Away
FBS,768,West Virginia,786,William & Mary,8/31/2013,Home
FBS,768,West Virginia,522,Oklahoma,9/7/2013,Away
FBS,768,West Virginia,254,Georgia St.,9/14/2013,Home
FBS,768,West Virginia,392,Maryland,9/21/2013,Neutral
FBS,768,West Virginia,521,Oklahoma St.,9/28/2013,Home
FBS,768,West Virginia,51,Baylor,10/5/2013,Away
FBS,768,West Virginia,700,Texas Tech,10/19/2013,Home
FBS,768,West Virginia,327,Kansas St.,10/26/2013,Away
FBS,768,West Virginia,698,TCU,11/2/2013,Away
FBS,768,West Virginia,703,Texas,11/9/2013,Home
FBS,768,West Virginia,328,Kansas,11/16/2013,Away
FBS,768,West Virginia,311,Iowa St.,11/30/2013,Home
FBS,772,Western Ky.,334,Kentucky,8/31/2013,Neutral
FBS,772,Western Ky.,694,Tennessee,9/7/2013,Away
FBS,772,Western Ky.,646,South Ala.,9/14/2013,Away
FBS,772,Western Ky.,446,Morgan St.,9/21/2013,Home
FBS,772,Western Ky.,726,Navy,9/28/2013,Home
FBS,772,Western Ky.,498,La.-Monroe,10/3/2013,Away
FBS,772,Western Ky.,671,La.-Lafayette,10/15/2013,Home
FBS,772,Western Ky.,716,Troy,10/26/2013,Home
FBS,772,Western Ky.,254,Georgia St.,11/2/2013,Away
FBS,772,Western Ky.,725,Army,11/9/2013,Away
FBS,772,Western Ky.,670,Texas St.,11/23/2013,Away
FBS,772,Western Ky.,30,Arkansas St.,11/30/2013,Home
FBS,774,Western Mich.,416,Michigan St.,8/30/2013,Away
FBS,774,Western Mich.,483,Nicholls St.,9/7/2013,Home
FBS,774,Western Mich.,509,Northwestern,9/14/2013,Away
FBS,774,Western Mich.,312,Iowa,9/21/2013,Away
FBS,774,Western Mich.,331,Kent St.,9/28/2013,Home
FBS,774,Western Mich.,709,Toledo,10/5/2013,Away
FBS,774,Western Mich.,86,Buffalo,10/12/2013,Home
FBS,774,Western Mich.,47,Ball St.,10/19/2013,Home
FBS,774,Western Mich.,400,Massachusetts,10/26/2013,Away
FBS,774,Western Mich.,204,Eastern Mich.,11/9/2013,Away
FBS,774,Western Mich.,129,Central Mich.,11/16/2013,Home
FBS,774,Western Mich.,503,Northern Ill.,11/26/2013,Away
FBS,796,Wisconsin,400,Massachusetts,8/31/2013,Home
FBS,796,Wisconsin,692,Tennessee Tech,9/7/2013,Home
FBS,796,Wisconsin,28,Arizona St.,9/14/2013,Away
FBS,796,Wisconsin,559,Purdue,9/21/2013,Home
FBS,796,Wisconsin,518,Ohio St.,9/28/2013,Away
FBS,796,Wisconsin,509,Northwestern,10/12/2013,Home
FBS,796,Wisconsin,301,Illinois,10/19/2013,Away
FBS,796,Wisconsin,312,Iowa,11/2/2013,Away
FBS,796,Wisconsin,77,BYU,11/9/2013,Home
FBS,796,Wisconsin,306,Indiana,11/16/2013,Home
FBS,796,Wisconsin,428,Minnesota,11/23/2013,Away
FBS,796,Wisconsin,539,Penn St.,11/30/2013,Home
FBS,811,Wyoming,463,Nebraska,8/31/2013,Away
FBS,811,Wyoming,295,Idaho,9/7/2013,Home
FBS,811,Wyoming,502,Northern Colo.,9/14/2013,Home
FBS,811,Wyoming,721,Air Force,9/21/2013,Away
FBS,811,Wyoming,670,Texas St.,9/28/2013,Away
FBS,811,Wyoming,473,New Mexico,10/12/2013,Home
FBS,811,Wyoming,156,Colorado St.,10/19/2013,Home
FBS,811,Wyoming,630,San Jose St.,10/26/2013,Away
FBS,811,Wyoming,96,Fresno St.,11/9/2013,Home
FBS,811,Wyoming,66,Boise St.,11/16/2013,Away
FBS,811,Wyoming,277,Hawaii,11/23/2013,Home
FBS,811,Wyoming,731,Utah St.,11/30/2013,Away
FBS,,,,,,
